618,1
395,4
499,2
621,1
521,1
76,4
206,1
135,1
531,1
437,1
360,1
548,3
595,2
6,1
450,2
599,1
414,1
11,1
137,1
43,2
417,2
394,2
160,3
516,1
146,1
282,1
221,2
147,2
413,1
198,1
172,1
598,1
168,4
569,1
247,1
63,1
441,2
483,1
150,1
311,1
202,1
38,4
286,1
174,2
459,1
238,1
340,1
551,1
514,3
105,1
472,2
431,3
350,1
0,1
539,1
261,2
438,1
442,1
300,1
364,1
95,1
357,1
623,1
331,1
143,1
187,1
391,1
456,1
212,3
565,1
383,1
484,1
79,1
359,1
310,2
446,1
30,1
430,1
319,4
376,1
127,1
101,1
74,1
392,4
128,3
555,1
466,1
317,1
409,1
249,1
16,2
586,1
225,1
67,1
365,1
440,1
602,2
557,1
405,2
55,1
422,2
177,2
411,3
308,1
477,1
553,1
19,1
597,1
119,3
517,2
291,2
418,1
501,1
370,1
180,1
398,1
125,1
622,1
293,1
338,3
387,2
509,1
397,1
272,3
367,2
603,8
226,1
487,1
210,3
228,3
292,1
33,2
265,1
118,2
436,1
429,1
154,3
504,1
183,1
171,1
474,1
200,1
460,1
458,1
540,2
251,1
257,1
175,1
306,1
37,6
224,3
185,1
92,1
508,1
155,1
316,1
203,1
148,1
434,1
256,4
88,2
34,1
24,1
525,2
620,3
601,2
114,7
361,2
415,1
61,1
604,1
115,2
13,1
93,1
303,1
296,1
510,1
447,2
50,3
573,1
182,1
259,1
68,1
378,1
129,3
356,1
132,2
231,2
188,2
335,2
375,1
52,1
626,1
211,2
281,1
196,1
195,1
363,1
3,1
284,3
608,1
614,1
607,1
594,1
513,1
576,5
467,1
103,1
70,1
542,1
240,1
468,1
56,1
471,1
252,1
399,3
245,1
600,1
289,2
275,1
181,3
568,2
162,1
190,1
490,1
170,1
412,1
314,2
232,1
18,1
329,1
489,1
579,1
541,3
464,1
345,1
615,1
87,1
384,1
230,2
593,1
349,2
313,1
2,1
389,1
250,2
476,1
40,1
7,1
396,1
480,1
588,1
192,1
580,1
342,1
427,2
572,1
518,2
403,3
264,1
373,2
423,1
208,1
133,1
152,7
564,2
149,1
439,1
346,1
362,1
145,3
277,1
312,1
334,1
546,1
22,1
386,2
290,3
481,1
426,2
72,3
537,2
497,1
58,2
254,1
227,1
324,1
453,2
36,1
35,1
186,1
563,1
561,1
301,1
241,3
428,1
113,1
358,1
59,3
352,2
283,1
616,1
610,3
327,1
32,2
611,1
469,1
538,1
482,1
448,1
27,1
237,1
57,1
69,1
577,1
28,2
201,1
176,1
102,1
343,3
493,1
520,1
333,1
122,1
214,1
219,1
25,1
207,1
532,1
39,1
218,1
270,4
589,2
66,1
71,1
587,2
246,1
549,1
45,1
169,3
527,2
318,1
552,1
5,3
496,1
351,1
197,4
488,4
126,1
15,2
90,2
515,1
325,1
269,1
401,1
14,1
424,1
570,1
116,1
547,1
108,1
134,2
473,1
204,2
73,2
209,1
544,1
271,1
112,1
320,4
161,1
81,2
500,3
523,2
590,2
368,1
534,1
486,1
130,1
287,1
77,1
123,2
12,1
157,1
529,1
233,2
84,1
503,2
236,4
624,2
454,1
404,1
326,1
48,1
121,1
279,3
355,2
294,1
299,1
382,1
140,1
559,2
609,1
596,2
78,1
86,2
194,1
617,1
451,1
159,5
366,1
606,1
390,1
522,1
463,1
495,4
321,3
591,1
173,1
98,1
332,1
627,1
315,1
443,1
278,3
193,2
305,1
75,1
260,1
502,1
163,1
96,1
385,1
625,1
535,1
29,1
592,1
575,1
158,1
189,3
8,1
80,1
97,3
406,3
166,2
64,1
478,1
528,2
223,1
47,1
253,1
153,1
117,1
491,1
402,1
220,1
91,4
416,4
20,1
400,7
49,1
371,1
258,1
348,1
273,1
42,1
330,1
262,1
4,1
21,1
205,1
492,1
297,2
288,2
100,1
268,2
17,1
354,1
276,1
83,1
216,2
578,1
554,1
505,1
179,1
120,2
124,3
31,2
584,1
85,1
498,1
99,2
239,1
280,1
255,1
613,2
106,1
605,1
533,1
46,1
131,2
109,2
341,1
274,3
455,1
560,2
165,2
138,1
410,2
323,1
574,1
581,1
344,4
111,3
41,1
217,3
54,3
419,1
612,1
89,1
377,1
107,1
243,3
309,5
26,1
479,1
457,1
51,1
374,1
408,1
191,2
337,4
144,2
9,1
263,1
545,1
475,1
307,1
567,4
234,8
393,1
110,1
167,2
507,1
222,1
512,1
619,1
322,1
302,1
420,1
543,3
462,1
449,1
336,1
628,1
248,1
461,6
388,2
494,1
445,1
562,3
550,1
506,2
156,1
339,1
407,1
452,2
53,1
242,1
519,1
432,1
136,1
229,1
199,1
151,1
425,4
44,3
530,1
524,1
347,1
582,1
470,1
60,1
571,1
82,1
244,1
380,1
139,5
372,2
141,1
583,3
465,1
267,1
444,1
235,1
585,1
62,1
556,2
558,1
511,2
298,7
1,1
65,4
485,1
104,1
304,1
266,1
285,1
421,1
184,1
379,1
369,1
178,3
10,1
23,1
433,1
566,1
435,1
164,1
215,1
526,1
328,1
381,1
536,1
295,1
353,4
213,1
94,1
142,1
