15205,1
10536,2
3112,4
16834,5
17152,1
8342,9
14021,1
15829,1
2508,12
8301,12
12829,2
11738,1
4164,674
3422,1
12519,8
5661,1
13053,1
618,3
14612,3
7730,1
2646,1
19332,5
21038,17
7819,2
9636,4
9536,1
2913,2
19626,1
2853,1
2393,4
12038,3
2533,7
15561,3
12623,1
19365,1
15015,1
16357,24
876,1
2012,2
16682,1
5667,5
1103,2
7534,1
2608,1
6225,1
16370,12
20322,17
13842,3
17365,17
1349,11
1687,2
12637,6
19680,6
1935,2
12693,3
13745,2
11955,18
11152,1
9890,1
395,1
12503,1
16707,4
4727,1
8431,1
19988,2
20366,8
2743,1
2827,1
10204,1
12302,2
7804,2
5955,1
17879,1
16904,20
20822,13
11750,1
3501,1
12413,2
18950,9
20776,2
7646,4
2096,13
6101,3
16807,2
1905,2
18588,1
16951,1
4926,2
499,1
14157,5
19760,1
9383,1
21090,64
4930,2
2612,5
17167,1
15480,1
15210,8
17870,3
2882,2
9282,1
1491,5
20726,4
4617,5
16293,2
8060,1
21105,42
3591,1
8031,3
521,111
18873,1
17953,16
17705,1
15337,3
21205,15
18695,2
5379,5
7179,6
2523,4
2225,33
16204,5
9276,1
11687,4
8230,6
7087,1
16747,8
16405,8
19407,2
13725,1
4550,6
19288,1
76,2
1602,2
7917,3
2593,1
1074,1
5640,1
17019,1
1212,1
13902,4
14195,1
8341,1
13321,1
14512,3
17736,1
3381,1
11870,2
16260,1
12385,1
6715,1
2723,2
17899,1
6366,1
2031,5
10324,6
20682,1
14828,16
135,2
9791,1
20168,1
5326,3
20834,1
6874,12
13085,1
14873,7
11328,2
20222,2
18474,25
9410,3
9288,1
8865,1
18048,1
9144,3
11374,8
531,4
437,7
21154,1
17317,4
15291,9
360,1
4665,5
12673,1
14114,1
6978,34
2535,1
6175,2
15525,3
17359,2
6848,2
3119,10
17800,8
11271,1
4854,1
10294,1
14615,5
6829,8
595,2
19484,1
8553,1
2650,2
20102,1
5902,1
3675,1
6457,3
5342,2
19150,1
15258,1
10056,9
12454,2
1130,20
4761,1
10269,3
2716,22
3747,1
8785,26
6,1
1047,2
13810,6
6929,4
11180,4
15432,3
7838,1
3716,2
12122,1
19143,3
20300,1
17563,1
986,8
17140,1
10054,6
450,1
1000,2
15557,15
16031,3
2895,2
9730,3
8100,3
4634,7
17789,1
1177,1
4021,1
18717,2
7718,1
17935,27
5457,22
7519,2
18805,1
17369,1
1848,1
5765,9
1002,48
19272,3
8558,2
18329,2
16407,2
756,1
12196,13
4180,2
7149,3
17509,2
1458,1
18279,2
12214,2
21056,1
16033,1
7738,2
13830,17
4980,10
12504,1
9566,2687
7113,18
1527,5
9500,4
13866,1
5681,5
8787,1
639,15
8605,14
20151,1
599,2
13288,4
414,2
4370,1
5565,4
20935,3
13671,30
15778,10
7976,8
17723,18
14943,2
15154,1
7627,3
20053,32
2490,27
14848,7
1867,2
17865,3
4090,8
8569,5
16344,3
2950,6
12193,2
1032,19
9328,2
6430,1
2347,3
17759,27
17141,31
21008,1
9051,1
10140,2
19753,2
19699,2
12929,5
6074,11
15724,3
13497,4
9215,17
6265,1
1793,2
974,2
18935,5
7713,2
11312,3
6919,5
15976,1
7882,1
12286,3
18756,3
16488,6
6033,6
9120,1
137,2
18168,1
2286,4
2520,2
8177,1
15672,1
19298,1
8458,4
12696,6
5712,2
19965,1
43,1
417,1
16039,1
12335,1
1906,1
5293,36
160,2
2330,1
20807,2
6619,9
17572,102
3169,1
12716,1
3076,2
16472,1
