15205,25
10536,28
3112,39
16834,22
17152,40
8342,37
14021,19
15829,14
2508,86
8301,24
12829,27
11738,28
4164,20
3422,21
12519,30
5661,24
13053,41
618,36
14612,40
7730,22
2646,36
19332,36
21038,19
7819,30
9636,52
9536,22
2913,18
19626,54
2853,23
2393,39
12038,14
2533,34
15561,26
12623,44
19365,68
15015,15
16357,21
876,27
2012,38
16682,24
5667,61
1103,33
7534,29
2608,28
6225,20
16370,17
20322,28
13842,26
17365,29
1349,31
1687,43
12637,21
19680,51
1935,25
12693,14
13745,19
11955,42
11152,29
9890,21
395,14
12503,15
16707,38
4727,22
8431,15
19988,41
20366,22
2743,22
2827,25
10204,12
12302,18
7804,43
5955,25
17879,23
16904,21
20822,35
11750,75
3501,27
12413,40
18950,19
20776,24
7646,12
2096,26
6101,21
16807,24
1905,25
18588,23
16951,34
4926,23
499,21
14157,16
19760,39
9383,23
21090,23
4930,28
2612,96
17167,59
15480,14
15210,27
17870,19
2882,21
9282,29
1491,30
20726,33
4617,22
16293,19
8060,44
21105,248
3591,24
8031,50
521,19
18873,29
17953,42
17705,56
15337,22
21205,23
18695,21
5379,27
7179,38
2523,24
2225,25
16204,17
9276,21
11687,27
8230,57
7087,33
16747,19
16405,26
19407,15
13725,31
4550,56
19288,15
76,40
1602,42
7917,28
2593,15
1074,51
5640,40
17019,14
1212,44
13902,34
14195,24
8341,20
13321,27
14512,22
17736,59
3381,87
11870,31
16260,26
12385,46
6715,15
2723,24
17899,74
6366,29
2031,24
10324,23
20682,44
14828,37
135,19
9791,38
20168,35
5326,21
20834,31
6874,30
13085,19
14873,21
11328,24
20222,13
18474,13
9410,12
9288,22
8865,21
18048,27
9144,40
11374,26
531,29
437,19
21154,21
17317,50
15291,42
360,64
4665,18
12673,40
14114,21
6978,29
2535,24
6175,57
15525,16
17359,24
6848,16
3119,22
17800,20
11271,19
4854,24
10294,16
14615,14
6829,24
595,23
19484,15
8553,27
2650,40
20102,19
5902,34
3675,16
6457,24
5342,15
19150,27
15258,26
10056,39
12454,45
1130,22
4761,28
10269,22
2716,56
3747,50
8785,20
6,20
1047,32
13810,32
6929,26
11180,27
15432,21
7838,17
3716,25
