30,125,15,9
42,294,113,1
29,77,292,25
15,112,1,40
34,177,37,0
28,119,1,3
39,167,51,62
38,96,50,74
26,228,18,103
20,103,5,10
30,156,8,56
58,189,15,63
10,115,4,53
21,127,465,5
12,123,4,124
16,99,18,40
63,270,1,96
21,131,5,64
27,152,5,42
53,184,1,46
33,157,15,9
27,235,60,12
36,159,80,48
68,296,13,3
58,240,6,17
70,273,361,23
44,151,250,9
38,154,12,15
13,107,174,24
11,81,10,0
37,226,9,67
39,155,9,27
37,187,15,83
18,138,14,52
51,175,5,28
33,165,12,0
20,102,37,4
25,89,22,2
55,207,4,35
89,292,63,27
68,244,43,21
17,92,364,16
29,163,21,84
77,425,6,0
18,121,24,12
14,92,253,0
32,186,25,0
39,137,23,34
23,120,215,3
37,139,23,29
30,139,457,12
21,116,2,18
26,127,6,0
70,174,6,106
22,112,18,66
34,192,43,31
87,324,11,1
41,116,17,0
257,774,66,1
39,189,75,83
15,92,12,3
28,123,249,52
19,81,0,12
24,89,31,0
22,138,38,7
59,236,8,55
20,98,15,40
21,131,0,2
15,106,18,54
48,166,106,36
41,203,37,115
35,143,62,64
26,104,0,32
15,88,12,44
13,125,123,26
16,101,0,14
125,681,28,307
18,128,11,39
34,168,15,10
46,263,54,95
120,556,0,5
78,287,896,49
40,165,52,30
16,119,37,37
43,170,52,45
18,113,90,13
29,91,0,0
44,158,74,59
23,86,23,31
19,115,37,13
29,127,164,9
16,124,4,14
28,129,45,14
14,69,2,19
21,126,133,3
27,132,21,49
75,306,8,43
34,157,5,69
27,142,1,1
31,127,20,2
62,353,9,39
18,116,15,10
19,92,67,1
20,95,32,13
24,125,6,0
15,94,95,0
19,133,2,67
42,183,2,74
36,233,118,10
22,128,0,115
33,147,10,47
13,92,16,8
31,111,1,3
60,254,13,109
25,116,4,45
22,100,32,3
13,115,65,0
28,143,2,1
12,102,49,12
77,277,23,64
22,110,53,0
20,103,42,12
21,130,19,8
70,193,5,0
31,172,25,81
28,164,80,34
39,180,36,81
52,255,11,1
23,131,372,10
20,92,4,36
30,95,2,15
28,94,14,30
16,139,4,30
20,130,1,0
132,472,3,0
27,119,468,54
24,81,13,54
33,121,1,0
43,159,4,59
33,139,74,33
16,129,0,89
13,126,119,24
27,91,75,2
28,145,20,22
34,113,104,19
52,359,22,48
13,124,5,32
17,93,2,84
62,167,71,51
20,114,59,16
13,109,13,4
20,78,28,29
41,133,0,19
40,198,75,77
27,143,0,0
24,123,0,0
84,285,72,79
36,128,14,47
57,262,40,1
146,529,1,84
13,72,42,23
21,101,25,24
31,137,17,74
44,200,0,4
22,83,336,60
30,201,4,22
32,200,33,60
26,167,14,58
90,290,2,110
20,154,465,41
60,230,6,49
15,126,18,65
30,116,48,34
26,97,66,16
15,155,8,68
75,335,0,39
36,145,1,19
57,289,7,8
11,75,10,41
16,57,8,19
62,277,31,0
23,109,768,19
14,106,276,41
17,112,18,8
30,81,5,0
14,95,30,45
36,130,29,15
28,152,111,46
17,162,8,19
22,110,1,0
24,186,10,66
16,83,36,51
131,422,3,49
18,87,12,44
37,178,6,51
37,152,34,3
34,256,6,38
22,110,3,2
