so-7166058-0-1,gh-4-2-26-45,183,161,94,23
so-7166058-0-1,gh-5-1-27-51,183,167,93,23
so-7166058-0-1,gh-18-1-20-39,183,154,53,2
so-7166058-0-1,gh-17-1-41-60,183,155,58,4
so-7528129-36-1,gh-4-1-526-563,241,251,10,10
so-2103608-0-1,gh-4-2-68-78,108,109,1,1
so-30281205-1-1,gh-3-1-165-201,167,201,58,39
so-3366603-0-1,gh-2-1-358-393,133,184,67,55
so-13649579-2-1,gh-0-2-25-64,234,234,0,0
so-33070838-0-1,gh-1-1-39-57,85,87,43,16
so-5552950-5-1,gh-1-1-56-94,175,144,51,2
so-5552950-5-1,gh-10-2-39-72,175,162,54,19
so-5552950-5-1,gh-14-1-15-55,175,166,33,4
so-12543803-0-1,gh-1-1-87-124,200,200,31,15
so-12543803-0-1,gh-2-1-33-63,200,190,89,31
so-3348150-2-1,gh-1-1-58-89,142,166,64,34
so-3348150-2-1,gh-2-1-90-131,142,155,42,24
so-10554128-0-1,gh-0-1-15-44,110,158,52,48
so-2793959-0-1,gh-0-1-35-97,194,197,3,3
so-7295931-2-1,gh-1-1-24-36,115,115,0,0
so-10358260-0-1,gh-0-1-104-134,147,125,47,4
so-10303676-0-4,gh-1-1-22-87,263,300,95,59
so-23291236-4-1,gh-0-1-66-96,121,121,0,0
so-6163701-12-2,gh-6-1-341-363,222,212,103,36
so-6163701-12-2,gh-5-1-317-339,222,230,89,44
so-6163701-12-2,gh-4-1-304-330,222,176,119,32
so-10034633-1-1,gh-1-1-52-130,238,237,46,17
so-10034633-1-1,gh-0-1-29-97,238,240,2,2
so-6378872-4-2,gh-0-2-56-89,132,132,0,0
so-7917978-1-5,gh-0-1-60-86,235,229,12,1
so-17503823-3-11,gh-1-3-48-81,164,164,0,0
so-22760080-0-1,gh-0-1-328-342,39,54,59,21
so-29370316-2-1,gh-4-1-68-88,131,125,10,0
so-11189384-2-1,gh-1-1-38-64,125,125,0,0
so-60306-0-1,gh-1-1-31-102,231,272,47,42
so-60306-0-1,gh-2-1-38-76,231,181,127,36
so-60306-0-1,gh-0-1-30-89,231,231,0,0
so-1271148-2-2,gh-4-6-176-188,90,90,1,0
so-1271148-2-2,gh-10-1-106-118,90,89,2,0
so-16313906-0-1,gh-5-1-63-140,475,367,118,4
so-26892658-1-1,gh-0-1-45-83,163,172,57,32
so-26892658-1-1,gh-4-1-40-75,163,161,4,0
so-22947052-0-1,gh-0-1-264-285,143,136,31,8
so-26823209-0-2,gh-0-1-126-167,160,160,3,0
so-15196299-0-1,gh-3-1-47-77,186,173,74,27
so-26543290-1-2,gh-3-1-251-272,159,151,30,5
so-7528129-1-1,gh-2-1-105-129,130,123,15,1
so-28453016-2-3,gh-7-1-66-102,123,146,24,23
so-20426634-19-1,gh-6-2-221-295,317,272,103,20
so-20426634-19-1,gh-3-1-162-245,317,262,114,21
so-20426634-19-1,gh-10-1-545-605,317,250,204,61
so-10383164-0-3,gh-6-1-189-256,167,208,51,44
so-1399432-2-1,gh-0-5-49-67,103,103,0,0
so-25156708-3-1,gh-1-1-42-81,290,223,68,0
so-25156708-3-1,gh-0-1-56-106,290,228,152,22
so-28597278-1-1,gh-0-1-509-556,143,142,81,31
so-9470843-2-2,gh-0-1-274-317,294,294,1,0
so-27934594-7-1,gh-1-1-57-88,143,158,24,16
so-27934594-7-1,gh-0-1-31-55,143,143,0,0
so-11201917-2-1,gh-5-1-45-87,226,218,67,24
so-10712949-3-1,gh-0-1-66-82,96,81,17,0
so-11135800-0-2,gh-12-1-346-390,175,187,14,12
so-11135800-0-2,gh-13-1-427-466,175,155,50,12
so-21940193-3-1,gh-1-2-260-275,69,81,25,15
so-21940193-3-1,gh-0-2-244-258,69,81,19,14
so-12345118-2-1,gh-0-1-28-52,116,116,3,1
so-12345118-2-1,gh-1-1-29-53,116,113,18,1
so-24017605-3-1,gh-1-1-77-146,461,613,317,234
so-559781-1-6,gh-0-1-49-77,149,149,0,0
so-5552950-6-1,gh-9-1-15-55,166,166,59,21
so-16909994-7-2,gh-0-2-121-189,264,279,26,18
so-16909994-7-2,gh-1-1-77-132,264,264,0,0
so-4114507-0-1,gh-1-2-4-43,152,139,15,1
so-21851201-14-1,gh-1-1-137-158,102,125,24,23
so-21851201-14-1,gh-0-1-146-160,102,102,0,0
so-7943310-23-1,gh-6-2-221-295,277,272,93,37
so-7943310-23-1,gh-3-1-162-245,277,262,59,15
so-7943310-23-1,gh-10-1-545-605,277,250,42,5
so-5062810-0-1,gh-0-1-252-292,176,177,41,15
so-12516582-0-1,gh-0-1-41-87,171,208,37,37
so-19183452-1-1,gh-0-1-33-57,118,118,1,0
so-14411695-0-1,gh-1-1-133-160,112,124,60,35
so-14411695-0-1,gh-9-1-60-85,112,116,74,33
so-25251120-0-1,gh-4-1-26-51,101,115,15,14
so-7528129-38-1,gh-11-1-614-640,143,143,17,1
so-7528129-38-1,gh-10-1-585-612,143,143,2,1
so-7528129-38-1,gh-12-1-642-670,143,149,37,15
so-8912994-1-2,gh-1-1-8-38,115,147,43,37
so-4588005-2-1,gh-0-2-89-103,88,88,0,0
so-12347567-0-1,gh-5-1-137-177,203,188,94,25
so-17782522-17-4,gh-5-1-214-250,155,153,5,1
so-6121753-0-1,gh-1-1-35-157,556,561,5,5
so-5552950-2-1,gh-2-1-56-94,165,144,31,2
so-5552950-2-1,gh-15-1-15-55,165,166,2,1
so-5552950-2-1,gh-11-2-39-72,165,162,58,21
so-9096241-5-1,gh-0-2-275-311,168,178,10,10
so-5106419-0-1,gh-0-1-27-74,167,189,62,33
so-27429926-2-1,gh-0-1-31-61,151,152,80,33
so-5343940-0-1,gh-2-1-20-39,115,121,13,8
so-20905824-1-2,gh-2-1-46-68,123,123,9,0
so-20905824-1-2,gh-5-1-55-75,123,123,9,0
so-20905824-1-2,gh-1-1-78-100,123,123,9,0
so-3777116-0-1,gh-0-1-50-85,107,118,54,30
so-7785771-2-1,gh-0-1-37-70,187,167,83,25
so-26764085-2-1,gh-0-1-63-84,110,110,0,0
so-18637703-1-1,gh-2-1-55-77,110,110,2,1
so-14734310-0-1,gh-1-1-79-104,95,117,47,29
so-12795851-0-4,gh-6-1-15-28,98,97,16,5
so-5598207-9-1,gh-0-1-284-318,159,158,59,24
so-11854901-11-1,gh-5-1-341-363,228,212,102,31
so-11854901-11-1,gh-4-1-304-330,228,176,124,32
so-11854901-11-1,gh-6-1-317-339,228,230,84,38
so-14167008-13-1,gh-1-1-214-252,162,212,57,52
so-14167008-13-1,gh-0-4-186-214,162,162,0,0
so-1059731-0-1,gh-12-1-10-20,110,107,36,16
so-24017605-1-1,gh-0-1-28-39,89,83,18,6
so-22506133-0-1,gh-0-1-45-81,195,225,46,31
so-4518502-6-1,gh-1-1-90-108,57,59,19,9
so-16984117-1-3,gh-3-1-1317-1334,100,100,1,0
so-2197650-0-2,gh-10-2-52-70,107,127,28,21
so-2197650-0-2,gh-15-1-10-20,107,107,1,0
so-19542614-0-1,gh-29-1-68-108,143,143,64,25
so-27455330-2-4,gh-0-2-106-131,91,93,12,2
so-31512017-5-1,gh-0-1-219-265,270,249,98,24
so-31512017-5-1,gh-1-1-231-284,270,305,94,63
so-24012023-1-1,gh-2-1-28-46,111,111,0,0
so-24012023-1-1,gh-3-2-165-178,111,97,43,11
so-12066696-0-1,gh-2-1-84-97,72,83,23,15
so-16852314-0-3,gh-0-1-230-262,159,135,48,10
so-17369948-0-1,gh-0-1-187-289,306,311,9,6
so-17369948-0-1,gh-1-1-4561-4651,306,301,36,15
so-17369948-0-1,gh-6-1-67-166,306,307,2,1
so-17369948-0-1,gh-3-1-141-247,306,326,20,20
so-17369948-0-1,gh-4-1-192-299,306,316,23,11
so-17369948-0-1,gh-7-1-203-303,306,310,11,5
so-2920419-3-1,gh-1-1-54-103,230,213,49,14
so-12193485-6-1,gh-4-2-102-123,156,143,14,0
so-1248709-9-1,gh-0-1-58-92,84,84,20,10
so-27509727-2-2,gh-6-1-68-88,107,125,45,27
so-9290723-1-1,gh-3-1-55-77,110,110,0,0
so-7201825-0-1,gh-1-1-19-57,233,238,11,5
so-7201825-0-1,gh-8-1-75-109,233,237,7,5
so-7201825-0-1,gh-13-1-163-201,233,243,16,10
so-7201825-0-1,gh-9-1-73-111,233,232,3,0
so-7201825-0-1,gh-12-1-29-61,233,233,1,0
so-7201825-0-1,gh-7-1-104-137,233,232,2,0
so-7201825-0-1,gh-15-1-647-679,233,233,1,0
so-7201825-0-1,gh-5-1-18-57,233,254,40,29
so-11201917-3-1,gh-5-2-102-123,125,143,25,21
so-2295004-0-1,gh-0-1-8-40,142,159,57,27
so-12899426-0-2,gh-5-1-120-155,189,202,13,13
so-27455330-1-2,gh-1-1-323-378,189,249,83,69
so-25009636-1-1,gh-0-2-63-83,103,100,10,2
so-23931483-0-1,gh-3-2-138-169,110,132,52,33
so-23931483-0-1,gh-2-2-171-201,110,121,96,45
so-32366476-11-2,gh-0-1-28-120,292,316,27,25
so-22914268-0-1,gh-0-2-22-154,472,472,0,0
so-11367825-1-1,gh-1-2-91-111,120,129,19,9
so-21780449-0-1,gh-0-1-36-63,128,137,10,9
so-11187462-5-1,gh-2-2-88-123,94,94,0,0
so-30572151-3-1,gh-31-1-29-61,169,165,26,4
so-25462286-2-1,gh-3-1-82-99,130,130,7,0
so-25462286-2-1,gh-7-1-81-99,130,127,18,0
so-25462286-2-1,gh-2-6-82-101,130,130,0,0
so-25462286-2-1,gh-0-1-89-116,130,130,35,7
so-6393502-23-1,gh-3-2-32-54,107,116,46,22
so-6393502-23-1,gh-7-1-209-222,107,103,9,2
so-6393502-23-1,gh-16-1-165-178,107,102,28,6
so-6393502-23-1,gh-13-1-323-336,107,101,26,6
so-6393502-23-1,gh-2-2-56-73,107,109,28,12
so-6393502-23-1,gh-17-1-180-192,107,99,13,1
so-6393502-23-1,gh-6-1-182-197,107,106,24,7
so-30625572-0-1,gh-17-1-188-202,92,95,4,3
so-30625572-0-1,gh-7-1-236-251,92,92,2,0
so-9096241-10-1,gh-0-2-357-402,223,228,8,6
so-28563428-1-1,gh-7-1-18-66,183,191,35,17
so-6249969-1-3,gh-1-1-73-82,123,125,124,57
so-16590535-0-1,gh-15-1-130-154,109,112,88,43
so-11532921-5-1,gh-1-1-42-81,223,223,0,0
so-11532921-5-1,gh-0-1-56-106,223,228,114,38
so-20670-1-1,gh-6-1-362-404,142,202,90,68
so-876785-0-2,gh-27-1-570-592,134,127,63,26
so-22506133-1-3,gh-1-2-83-101,104,104,1,0
so-14364233-0-1,gh-1-1-39-65,101,101,24,12
so-6702029-0-2,gh-12-2-57-89,122,123,7,1
so-6702029-0-2,gh-0-2-778-810,122,126,16,7
so-6702029-0-2,gh-8-1-40-78,122,137,29,18
so-6702029-0-2,gh-9-1-26-57,122,127,18,7
so-6702029-0-2,gh-18-1-129-162,122,139,39,20
so-6702029-0-2,gh-28-1-85-100,122,101,27,2
so-6702029-0-2,gh-24-1-126-144,122,119,50,22
so-6702029-0-2,gh-11-1-195-231,122,123,7,3
so-4057470-1-1,gh-6-1-546-584,189,186,26,8
so-4057470-1-1,gh-2-3-78-121,189,152,79,18
so-4057470-1-1,gh-0-1-122-156,189,143,84,16
so-17634728-4-1,gh-1-1-33-58,134,172,38,38
so-17634728-4-1,gh-0-1-30-58,134,177,43,43
so-17634728-4-1,gh-2-1-29-58,134,187,53,53
so-10515424-0-1,gh-0-1-29-64,193,201,77,34
so-36321828-0-1,gh-0-1-43-63,109,109,2,1
so-4843247-0-2,gh-2-1-42-70,155,155,27,9
so-2773496-2-1,gh-0-1-79-101,134,105,41,3
so-2773496-2-1,gh-2-1-71-102,134,133,56,21
so-26826692-2-4,gh-3-3-23-46,92,92,1,0
so-13381228-0-2,gh-3-2-138-169,119,132,30,18
so-13381228-0-2,gh-2-2-171-201,119,121,79,31
so-25462286-16-1,gh-3-11-136-151,125,131,16,6
so-25462286-16-1,gh-4-2-45-58,125,125,10,0
so-14167008-11-1,gh-4-1-184-212,106,137,40,32
so-14167008-11-1,gh-0-4-140-161,106,106,0,0
so-14167008-11-1,gh-5-1-154-182,106,139,36,34
so-14167008-11-1,gh-1-4-163-184,106,106,5,0
so-7099022-0-1,gh-0-1-19-47,140,175,48,39
so-1040503-2-1,gh-1-1-59-85,88,97,44,20
so-28283704-0-1,gh-0-1-196-249,180,186,27,13
so-28067366-8-1,gh-34-2-42-83,200,200,4,0
so-4302199-1-4,gh-1-1-54-79,131,133,8,3
so-3427169-2-1,gh-0-7-77-165,324,326,2,2
so-3427169-2-1,gh-3-2-53-140,324,324,0,0
so-8949913-2-1,gh-0-1-324-342,129,160,85,54
so-12675430-5-1,gh-0-2-26-75,195,195,0,0
so-6446631-9-1,gh-1-1-109-136,102,102,0,0
so-4298836-1-1,gh-4-1-331-349,100,100,0,0
so-3913417-2-1,gh-0-1-103-144,193,186,22,2
so-17782522-19-4,gh-3-1-259-273,87,85,5,1
so-2240367-0-1,gh-0-1-42-78,201,214,22,17
so-9073310-0-1,gh-2-1-78-125,168,165,12,3
so-33711983-7-1,gh-0-1-231-284,335,305,39,3
so-6472872-2-2,gh-17-1-14-57,122,127,5,5
so-4057470-2-1,gh-2-1-586-606,125,123,9,1
so-6162687-1-1,gh-1-1-329-356,123,143,35,23
so-6162687-1-1,gh-2-1-45-71,123,126,14,6
so-16079276-0-1,gh-2-1-30-87,208,200,12,0
so-20093695-1-1,gh-1-1-114-138,98,106,40,17
so-20559175-0-9,gh-66-1-286-357,273,276,4,3
so-20559175-0-9,gh-33-1-19-89,273,276,4,3
so-20559175-0-9,gh-15-1-60-105,273,226,61,4
so-20559175-0-9,gh-72-5-451-533,273,271,26,12
so-7967182-0-2,gh-5-1-888-916,99,129,33,31
so-10028267-0-4,gh-54-1-60-271,1181,1153,73,14
so-10028267-0-4,gh-25-1-134-367,1181,1098,83,0
so-17839597-1-8,gh-29-1-188-212,87,130,44,43
so-11854901-8-1,gh-3-1-270-283,126,88,62,7
so-11854901-8-1,gh-5-1-302-315,126,141,83,44
so-11854901-8-1,gh-6-1-281-293,126,126,38,16
so-11854901-8-1,gh-4-1-371-378,126,111,78,25
so-26764085-1-1,gh-0-1-35-61,142,142,1,0
so-15930912-5-2,gh-0-1-328-342,54,54,0,0
so-6593661-0-1,gh-4-1-10-28,117,111,46,14
so-16992751-1-2,gh-0-1-43-68,81,108,54,38
so-26440076-0-1,gh-5-1-263-293,166,184,138,68
so-25020642-0-1,gh-1-1-24-61,121,145,24,24
so-25020642-0-1,gh-0-1-14-31,121,121,0,0
so-11024200-2-1,gh-7-1-34-51,113,119,10,6
so-11024200-2-1,gh-0-11-19-36,113,113,0,0
so-11024200-2-1,gh-6-1-132-148,113,95,31,1
so-7263116-0-1,gh-28-1-41-60,115,155,64,46
so-7263116-0-1,gh-20-1-11-34,115,135,36,22
so-7263116-0-1,gh-29-1-20-39,115,154,59,44
so-13007325-3-8,gh-5-1-88-125,132,145,37,22
so-13007325-3-8,gh-4-1-44-82,132,147,20,15
so-37816976-3-1,gh-0-1-32-85,199,194,9,1
so-35532028-17-1,gh-4-1-341-363,208,212,98,44
so-15323079-4-1,gh-0-2-31-56,138,104,53,7
so-6163701-15-4,gh-3-1-371-378,106,111,41,21
so-31512017-4-1,gh-0-1-204-229,149,136,75,28
so-755151-4-1,gh-0-1-81-93,92,92,0,0
so-19311197-1-3,gh-15-1-363-383,131,126,10,1
so-24539704-0-1,gh-2-1-110-148,152,150,3,0
so-4843247-1-2,gh-2-1-89-141,283,285,73,32
